Year,Country_s,Country_r,Industry_i,Industry_j,VAD_s_i,VAD_r_j
2005,AND,AGO,goods,goods,209312.47545,5228670.0676
2005,AND,AGO,goods,services,209312.47545,26131434.9335
2005,AND,AGO,services,goods,2277299.82214,5228670.0676
2005,AND,AGO,services,services,2277299.82214,26131434.9335
2005,AGO,AGO,goods,goods,5228670.0676,5228670.0676
2005,AGO,AGO,goods,services,5228670.0676,26131434.9335
2005,AGO,AGO,services,goods,26131434.9335,5228670.0676
2005,AGO,AGO,services,services,26131434.9335,26131434.9335
2006,AFG,AFG,goods,goods,1345436.409889,1345436.409889
2006,AFG,AFG,goods,services,1345436.409889,5528080.4734
2006,AFG,AFG,services,goods,5528080.4734,1345436.409889
2006,AFG,AFG,services,services,5528080.4734,5528080.4734
2006,AFG,ALB,goods,goods,1345436.409889,1000343.120886
2006,AFG,ALB,goods,services,1345436.409889,6138820.11916
2006,AFG,ALB,services,goods,5528080.4734,1000343.120886
2006,AFG,ALB,services,services,5528080.4734,6138820.11916
2006,AFG,DZA,goods,goods,1345436.409889,26031172.72029
2006,AFG,DZA,goods,services,1345436.409889,91596763.8181
2006,AFG,DZA,services,goods,5528080.4734,26031172.72029
2006,AFG,DZA,services,services,5528080.4734,91596763.8181
2006,AFG,AND,goods,goods,1345436.409889,212155.02923
2006,AFG,AND,goods,services,1345436.409889,2483552.6101
2006,AFG,AND,services,goods,5528080.4734,212155.02923
2006,AFG,AND,services,services,5528080.4734,2483552.6101
2006,AFG,AGO,goods,goods,1345436.409889,6274078.77018
2006,AFG,AGO,goods,services,1345436.409889,31250847.0396
2006,AFG,AGO,services,goods,5528080.4734,6274078.77018
2006,AFG,AGO,services,services,5528080.4734,31250847.0396
2006,ALB,ALB,goods,goods,1000343.120886,1000343.120886
2006,ALB,ALB,goods,services,1000343.120886,6138820.11916
2006,ALB,ALB,services,goods,6138820.11916,1000343.120886
2006,ALB,ALB,services,services,6138820.11916,6138820.11916
2006,ALB,DZA,goods,goods,1000343.120886,26031172.72029
2006,ALB,DZA,goods,services,1000343.120886,91596763.8181
2006,ALB,DZA,services,goods,6138820.11916,26031172.72029
2006,ALB,DZA,services,services,6138820.11916,91596763.8181
2006,ALB,AND,goods,goods,1000343.120886,212155.02923
2006,ALB,AND,goods,services,1000343.120886,2483552.6101
2006,ALB,AND,services,goods,6138820.11916,212155.02923
2006,ALB,AND,services,services,6138820.11916,2483552.6101
2006,ALB,AGO,goods,goods,1000343.120886,6274078.77018
2006,ALB,AGO,goods,services,1000343.120886,31250847.0396
2006,ALB,AGO,services,goods,6138820.11916,6274078.77018
2006,ALB,AGO,services,services,6138820.11916,31250847.0396
2006,DZA,DZA,goods,goods,26031172.72029,26031172.72029
2006,DZA,DZA,goods,services,26031172.72029,91596763.8181
2006,DZA,DZA,services,goods,91596763.8181,26031172.72029
2006,DZA,DZA,services,services,91596763.8181,91596763.8181
2006,DZA,AND,goods,goods,26031172.72029,212155.02923
2006,DZA,AND,goods,services,26031172.72029,2483552.6101
2006,DZA,AND,services,goods,91596763.8181,212155.02923
2006,DZA,AND,services,services,91596763.8181,2483552.6101
2006,DZA,AGO,goods,goods,26031172.72029,6274078.77018
2006,DZA,AGO,goods,services,26031172.72029,31250847.0396
2006,DZA,AGO,services,goods,91596763.8181,6274078.77018
2006,DZA,AGO,services,services,91596763.8181,31250847.0396
2006,AND,AND,goods,goods,212155.02923,212155.02923
2006,AND,AND,goods,services,212155.02923,2483552.6101
2006,AND,AND,services,goods,2483552.6101,212155.02923
2006,AND,AND,services,services,2483552.6101,2483552.6101
2006,AND,AGO,goods,goods,212155.02923,6274078.77018
2006,AND,AGO,goods,services,212155.02923,31250847.0396
2006,AND,AGO,services,goods,2483552.6101,6274078.77018
2006,AND,AGO,services,services,2483552.6101,31250847.0396
2006,AGO,AGO,goods,goods,6274078.77018,6274078.77018
2006,AGO,AGO,goods,services,6274078.77018,31250847.0396
2006,AGO,AGO,services,goods,31250847.0396,6274078.77018
2006,AGO,AGO,services,services,31250847.0396,31250847.0396
2007,AFG,AFG,goods,goods,1853037.851921,1853037.851921
2007,AFG,AFG,goods,services,1853037.851921,7476315.2421
2007,AFG,AFG,services,goods,7476315.2421,1853037.851921
2007,AFG,AFG,services,services,7476315.2421,7476315.2421
2007,AFG,ALB,goods,goods,1853037.851921,1209126.77725
2007,AFG,ALB,goods,services,1853037.851921,7388060.5968700005
2007,AFG,ALB,services,goods,7476315.2421,1209126.77725
2007,AFG,ALB,services,services,7476315.2421,7388060.5968700005
2007,AFG,DZA,goods,goods,1853037.851921,30827394.59165
2007,AFG,DZA,goods,services,1853037.851921,107851107.2836
2007,AFG,DZA,services,goods,7476315.2421,30827394.59165
2007,AFG,DZA,services,services,7476315.2421,107851107.2836
2007,AFG,AND,goods,goods,1853037.851921,233997.79733
2007,AFG,AND,goods,services,1853037.851921,2865461.35392
2007,AFG,AND,services,goods,7476315.2421,233997.79733
2007,AFG,AND,services,services,7476315.2421,2865461.35392
2007,AFG,AGO,goods,goods,1853037.851921,9474611.9546
2007,AFG,AGO,goods,services,1853037.851921,47252594.8091
2007,AFG,AGO,services,goods,7476315.2421,9474611.9546
2007,AFG,AGO,services,services,7476315.2421,47252594.8091
2007,ALB,ALB,goods,goods,1209126.77725,1209126.77725
2007,ALB,ALB,goods,services,1209126.77725,7388060.5968700005
2007,ALB,ALB,services,goods,7388060.5968700005,1209126.77725
2007,ALB,ALB,services,services,7388060.5968700005,7388060.5968700005
2007,ALB,DZA,goods,goods,1209126.77725,30827394.59165
2007,ALB,DZA,goods,services,1209126.77725,107851107.2836
2007,ALB,DZA,services,goods,7388060.5968700005,30827394.59165
2007,ALB,DZA,services,services,7388060.5968700005,107851107.2836
2007,ALB,AND,goods,goods,1209126.77725,233997.79733
2007,ALB,AND,goods,services,1209126.77725,2865461.35392
2007,ALB,AND,services,goods,7388060.5968700005,233997.79733
2007,ALB,AND,services,services,7388060.5968700005,2865461.35392
2007,ALB,AGO,goods,goods,1209126.77725,9474611.9546
2007,ALB,AGO,goods,services,1209126.77725,47252594.8091
2007,ALB,AGO,services,goods,7388060.5968700005,9474611.9546
2007,ALB,AGO,services,services,7388060.5968700005,47252594.8091
2007,DZA,DZA,goods,goods,30827394.59165,30827394.59165
2007,DZA,DZA,goods,services,30827394.59165,107851107.2836
2007,DZA,DZA,services,goods,107851107.2836,30827394.59165
2007,DZA,DZA,services,services,107851107.2836,107851107.2836
2007,DZA,AND,goods,goods,30827394.59165,233997.79733
2007,DZA,AND,goods,services,30827394.59165,2865461.35392
2007,DZA,AND,services,goods,107851107.2836,233997.79733
2007,DZA,AND,services,services,107851107.2836,2865461.35392
2007,DZA,AGO,goods,goods,30827394.59165,9474611.9546
2007,DZA,AGO,goods,services,30827394.59165,47252594.8091
2007,DZA,AGO,services,goods,107851107.2836,9474611.9546
2007,DZA,AGO,services,services,107851107.2836,47252594.8091
2007,AND,AND,goods,goods,233997.79733,233997.79733
2007,AND,AND,goods,services,233997.79733,2865461.35392
2007,AND,AND,services,goods,2865461.35392,233997.79733
2007,AND,AND,services,services,2865461.35392,2865461.35392
2007,AND,AGO,goods,goods,233997.79733,9474611.9546
2007,AND,AGO,goods,services,233997.79733,47252594.8091
2007,AND,AGO,services,goods,2865461.35392,9474611.9546
2007,AND,AGO,services,services,2865461.35392,47252594.8091
2007,AGO,AGO,goods,goods,9474611.9546,9474611.9546
2007,AGO,AGO,goods,services,9474611.9546,47252594.8091
2007,AGO,AGO,services,goods,47252594.8091,9474611.9546
2007,AGO,AGO,services,services,47252594.8091,47252594.8091
2008,AFG,AFG,goods,goods,2051149.54769,2051149.54769
2008,AFG,AFG,goods,services,2051149.54769,8095533.7313
2008,AFG,AFG,services,goods,8095533.7313,2051149.54769
2008,AFG,AFG,services,services,8095533.7313,8095533.7313
2008,AFG,ALB,goods,goods,2051149.54769,1484325.32107
2008,AFG,ALB,goods,services,2051149.54769,8950351.35738
2008,AFG,ALB,services,goods,8095533.7313,1484325.32107
2008,AFG,ALB,services,services,8095533.7313,8950351.35738
2008,AFG,DZA,goods,goods,2051149.54769,39287603.22847
2008,AFG,DZA,goods,services,2051149.54769,138161229.5012
2008,AFG,DZA,services,goods,8095533.7313,39287603.22847
2008,AFG,DZA,services,services,8095533.7313,138161229.5012
2008,AFG,AND,goods,goods,2051149.54769,241481.21562
2008,AFG,AND,goods,services,2051149.54769,3040605.49384
2008,AFG,AND,services,goods,8095533.7313,241481.21562
2008,AFG,AND,services,services,8095533.7313,3040605.49384
2008,AFG,AGO,goods,goods,2051149.54769,13438014.6143
2008,AFG,AGO,goods,services,2051149.54769,67104017.737
2008,AFG,AGO,services,goods,8095533.7313,13438014.6143
2008,AFG,AGO,services,services,8095533.7313,67104017.737
2008,ALB,ALB,goods,goods,1484325.32107,1484325.32107
2008,ALB,ALB,goods,services,1484325.32107,8950351.35738
2008,ALB,ALB,services,goods,8950351.35738,1484325.32107
2008,ALB,ALB,services,services,8950351.35738,8950351.35738
2008,ALB,DZA,goods,goods,1484325.32107,39287603.22847
2008,ALB,DZA,goods,services,1484325.32107,138161229.5012
2008,ALB,DZA,services,goods,8950351.35738,39287603.22847
2008,ALB,DZA,services,services,8950351.35738,138161229.5012
2008,ALB,AND,goods,goods,1484325.32107,241481.21562
2008,ALB,AND,goods,services,1484325.32107,3040605.49384
2008,ALB,AND,services,goods,8950351.35738,241481.21562
2008,ALB,AND,services,services,8950351.35738,3040605.49384
2008,ALB,AGO,goods,goods,1484325.32107,13438014.6143
2008,ALB,AGO,goods,services,1484325.32107,67104017.737
2008,ALB,AGO,services,goods,8950351.35738,13438014.6143
2008,ALB,AGO,services,services,8950351.35738,67104017.737
2008,DZA,DZA,goods,goods,39287603.22847,39287603.22847
2008,DZA,DZA,goods,services,39287603.22847,138161229.5012
2008,DZA,DZA,services,goods,138161229.5012,39287603.22847
2008,DZA,DZA,services,services,138161229.5012,138161229.5012
2008,DZA,AND,goods,goods,39287603.22847,241481.21562
2008,DZA,AND,goods,services,39287603.22847,3040605.49384
2008,DZA,AND,services,goods,138161229.5012,241481.21562
2008,DZA,AND,services,services,138161229.5012,3040605.49384
2008,DZA,AGO,goods,goods,39287603.22847,13438014.6143
2008,DZA,AGO,goods,services,39287603.22847,67104017.737
2008,DZA,AGO,services,goods,138161229.5012,13438014.6143
2008,DZA,AGO,services,services,138161229.5012,67104017.737
2008,AND,AND,goods,goods,241481.21562,241481.21562
2008,AND,AND,goods,services,241481.21562,3040605.49384
2008,AND,AND,services,goods,3040605.49384,241481.21562
2008,AND,AND,services,services,3040605.49384,3040605.49384
2008,AND,AGO,goods,goods,241481.21562,13438014.6143
2008,AND,AGO,goods,services,241481.21562,67104017.737
2008,AND,AGO,services,goods,3040605.49384,13438014.6143
2008,AND,AGO,services,services,3040605.49384,67104017.737
2008,AGO,AGO,goods,goods,13438014.6143,13438014.6143
2008,AGO,AGO,goods,services,13438014.6143,67104017.737
2008,AGO,AGO,services,goods,67104017.737,13438014.6143
2008,AGO,AGO,services,services,67104017.737,67104017.737
2009,AFG,AFG,goods,goods,2291821.399787,2291821.399787
2009,AFG,AFG,goods,services,2291821.399787,8997973.6283
2009,AFG,AFG,services,goods,8997973.6283,2291821.399787
2009,AFG,AFG,services,services,8997973.6283,8997973.6283
2009,AFG,ALB,goods,goods,2291821.399787,1350808.91723
2009,AFG,ALB,goods,services,2291821.399787,8085461.47193
2009,AFG,ALB,services,goods,8997973.6283,1350808.91723
2009,AFG,ALB,services,services,8997973.6283,8085461.47193
2009,AFG,DZA,goods,goods,2291821.399787,31875169.57588
2009,AFG,DZA,goods,services,2291821.399787,119678192.6891
2009,AFG,DZA,services,goods,8997973.6283,31875169.57588
2009,AFG,DZA,services,services,8997973.6283,119678192.6891
2009,AFG,AND,goods,goods,2291821.399787,218370.74771999998
2009,AFG,AND,goods,services,2291821.399787,2806587.94989
2009,AFG,AND,services,goods,8997973.6283,218370.74771999998
2009,AFG,AND,services,services,8997973.6283,2806587.94989
2009,AFG,AGO,goods,goods,2291821.399787,13854302.90968
2009,AFG,AGO,goods,services,2291821.399787,70165043.525
2009,AFG,AGO,services,goods,8997973.6283,13854302.90968
2009,AFG,AGO,services,services,8997973.6283,70165043.525
2009,ALB,ALB,goods,goods,1350808.91723,1350808.91723
2009,ALB,ALB,goods,services,1350808.91723,8085461.47193
2009,ALB,ALB,services,goods,8085461.47193,1350808.91723
2009,ALB,ALB,services,services,8085461.47193,8085461.47193
2009,ALB,DZA,goods,goods,1350808.91723,31875169.57588
2009,ALB,DZA,goods,services,1350808.91723,119678192.6891
2009,ALB,DZA,services,goods,8085461.47193,31875169.57588
2009,ALB,DZA,services,services,8085461.47193,119678192.6891
2009,ALB,AND,goods,goods,1350808.91723,218370.74771999998
2009,ALB,AND,goods,services,1350808.91723,2806587.94989
2009,ALB,AND,services,goods,8085461.47193,218370.74771999998
2009,ALB,AND,services,services,8085461.47193,2806587.94989
2009,ALB,AGO,goods,goods,1350808.91723,13854302.90968
2009,ALB,AGO,goods,services,1350808.91723,70165043.525
2009,ALB,AGO,services,goods,8085461.47193,13854302.90968
2009,ALB,AGO,services,services,8085461.47193,70165043.525
2009,DZA,DZA,goods,goods,31875169.57588,31875169.57588
2009,DZA,DZA,goods,services,31875169.57588,119678192.6891
2009,DZA,DZA,services,goods,119678192.6891,31875169.57588
2009,DZA,DZA,services,services,119678192.6891,119678192.6891
2009,DZA,AND,goods,goods,31875169.57588,218370.74771999998
2009,DZA,AND,goods,services,31875169.57588,2806587.94989
2009,DZA,AND,services,goods,119678192.6891,218370.74771999998
2009,DZA,AND,services,services,119678192.6891,2806587.94989
2009,DZA,AGO,goods,goods,31875169.57588,13854302.90968
2009,DZA,AGO,goods,services,31875169.57588,70165043.525
2009,DZA,AGO,services,goods,119678192.6891,13854302.90968
2009,DZA,AGO,services,services,119678192.6891,70165043.525
2009,AND,AND,goods,goods,218370.74771999998,218370.74771999998
2009,AND,AND,goods,services,218370.74771999998,2806587.94989
2009,AND,AND,services,goods,2806587.94989,218370.74771999998
2009,AND,AND,services,services,2806587.94989,2806587.94989
2009,AND,AGO,goods,goods,218370.74771999998,13854302.90968
2009,AND,AGO,goods,services,218370.74771999998,70165043.525
2009,AND,AGO,services,goods,2806587.94989,13854302.90968
2009,AND,AGO,services,services,2806587.94989,70165043.525
2009,AGO,AGO,goods,goods,13854302.90968,13854302.90968
2009,AGO,AGO,goods,services,13854302.90968,70165043.525
2009,AGO,AGO,services,goods,70165043.525,13854302.90968
2009,AGO,AGO,services,services,70165043.525,70165043.525
2010,AFG,AFG,goods,goods,2872966.817438,2872966.817438
2010,AFG,AFG,goods,services,2872966.817438,11289481.5225
2010,AFG,AFG,services,goods,11289481.5225,2872966.817438
2010,AFG,AFG,services,services,11289481.5225,11289481.5225
2010,AFG,ALB,goods,goods,2872966.817438,1387494.69063
2010,AFG,ALB,goods,services,2872966.817438,8219207.92481
2010,AFG,ALB,services,goods,11289481.5225,1387494.69063
2010,AFG,ALB,services,services,11289481.5225,8219207.92481
2010,AFG,DZA,goods,goods,2872966.817438,37626817.48077
2010,AFG,DZA,goods,services,2872966.817438,140336933.7934
2010,AFG,DZA,services,goods,11289481.5225,37626817.48077
2010,AFG,DZA,services,services,11289481.5225,140336933.7934
2010,AFG,AND,goods,goods,2872966.817438,198062.97520000002
2010,AFG,AND,goods,services,2872966.817438,2620761.02946
2010,AFG,AND,services,goods,11289481.5225,198062.97520000002
2010,AFG,AND,services,services,11289481.5225,2620761.02946
2010,AFG,AGO,goods,goods,2872966.817438,14006074.0146
2010,AFG,AGO,goods,services,2872966.817438,69032474.602
2010,AFG,AGO,services,goods,11289481.5225,14006074.0146
2010,AFG,AGO,services,services,11289481.5225,69032474.602
2010,ALB,ALB,goods,goods,1387494.69063,1387494.69063
2010,ALB,ALB,goods,services,1387494.69063,8219207.92481
2010,ALB,ALB,services,goods,8219207.92481,1387494.69063
2010,ALB,ALB,services,services,8219207.92481,8219207.92481
2010,ALB,DZA,goods,goods,1387494.69063,37626817.48077
2010,ALB,DZA,goods,services,1387494.69063,140336933.7934
2010,ALB,DZA,services,goods,8219207.92481,37626817.48077
2010,ALB,DZA,services,services,8219207.92481,140336933.7934
2010,ALB,AND,goods,goods,1387494.69063,198062.97520000002
2010,ALB,AND,goods,services,1387494.69063,2620761.02946
2010,ALB,AND,services,goods,8219207.92481,198062.97520000002
2010,ALB,AND,services,services,8219207.92481,2620761.02946
2010,ALB,AGO,goods,goods,1387494.69063,14006074.0146
2010,ALB,AGO,goods,services,1387494.69063,69032474.602
2010,ALB,AGO,services,goods,8219207.92481,14006074.0146
2010,ALB,AGO,services,services,8219207.92481,69032474.602
2010,DZA,DZA,goods,goods,37626817.48077,37626817.48077
2010,DZA,DZA,goods,services,37626817.48077,140336933.7934
2010,DZA,DZA,services,goods,140336933.7934,37626817.48077
2010,DZA,DZA,services,services,140336933.7934,140336933.7934
2010,DZA,AND,goods,goods,37626817.48077,198062.97520000002
2010,DZA,AND,goods,services,37626817.48077,2620761.02946
2010,DZA,AND,services,goods,140336933.7934,198062.97520000002
2010,DZA,AND,services,services,140336933.7934,2620761.02946
2010,DZA,AGO,goods,goods,37626817.48077,14006074.0146
2010,DZA,AGO,goods,services,37626817.48077,69032474.602
2010,DZA,AGO,services,goods,140336933.7934,14006074.0146
2010,DZA,AGO,services,services,140336933.7934,69032474.602
2010,AND,AND,goods,goods,198062.97520000002,198062.97520000002
2010,AND,AND,goods,services,198062.97520000002,2620761.02946
2010,AND,AND,services,goods,2620761.02946,198062.97520000002
2010,AND,AND,services,services,2620761.02946,2620761.02946
2010,AND,AGO,goods,goods,198062.97520000002,14006074.0146
2010,AND,AGO,goods,services,198062.97520000002,69032474.602
2010,AND,AGO,services,goods,2620761.02946,14006074.0146
2010,AND,AGO,services,services,2620761.02946,69032474.602
2010,AGO,AGO,goods,goods,14006074.0146,14006074.0146
2010,AGO,AGO,goods,services,14006074.0146,69032474.602
2010,AGO,AGO,services,goods,69032474.602,14006074.0146
2010,AGO,AGO,services,services,69032474.602,69032474.602
2011,AFG,AFG,goods,goods,3354742.711332,3354742.711332
2011,AFG,AFG,goods,services,3354742.711332,13122896.499499999
2011,AFG,AFG,services,goods,13122896.499499999,3354742.711332
2011,AFG,AFG,services,services,13122896.499499999,13122896.499499999
2011,AFG,ALB,goods,goods,3354742.711332,1511603.98224
2011,AFG,ALB,goods,services,3354742.711332,8978293.29204
2011,AFG,ALB,services,goods,13122896.499499999,1511603.98224
2011,AFG,ALB,services,services,13122896.499499999,8978293.29204
2011,AFG,DZA,goods,goods,3354742.711332,46202587.4317
2011,AFG,DZA,goods,services,3354742.711332,171354816.4372
2011,AFG,DZA,services,goods,13122896.499499999,46202587.4317
2011,AFG,DZA,services,services,13122896.499499999,171354816.4372
2011,AFG,AND,goods,goods,3354742.711332,199318.0543
2011,AFG,AND,goods,services,3354742.711332,2702499.1093800003
2011,AFG,AND,services,goods,13122896.499499999,199318.0543
2011,AFG,AND,services,services,13122896.499499999,2702499.1093800003
2011,AFG,AGO,goods,goods,3354742.711332,17423919.7786
2011,AFG,AGO,goods,services,3354742.711332,84607278.934
2011,AFG,AGO,services,goods,13122896.499499999,17423919.7786
2011,AFG,AGO,services,services,13122896.499499999,84607278.934
2011,ALB,ALB,goods,goods,1511603.98224,1511603.98224
2011,ALB,ALB,goods,services,1511603.98224,8978293.29204
2011,ALB,ALB,services,goods,8978293.29204,1511603.98224
2011,ALB,ALB,services,services,8978293.29204,8978293.29204
2011,ALB,DZA,goods,goods,1511603.98224,46202587.4317
2011,ALB,DZA,goods,services,1511603.98224,171354816.4372
2011,ALB,DZA,services,goods,8978293.29204,46202587.4317
2011,ALB,DZA,services,services,8978293.29204,171354816.4372
2011,ALB,AND,goods,goods,1511603.98224,199318.0543
2011,ALB,AND,goods,services,1511603.98224,2702499.1093800003
2011,ALB,AND,services,goods,8978293.29204,199318.0543
2011,ALB,AND,services,services,8978293.29204,2702499.1093800003
2011,ALB,AGO,goods,goods,1511603.98224,17423919.7786
2011,ALB,AGO,goods,services,1511603.98224,84607278.934
2011,ALB,AGO,services,goods,8978293.29204,17423919.7786
2011,ALB,AGO,services,services,8978293.29204,84607278.934
2011,DZA,DZA,goods,goods,46202587.4317,46202587.4317
2011,DZA,DZA,goods,services,46202587.4317,171354816.4372
2011,DZA,DZA,services,goods,171354816.4372,46202587.4317
2011,DZA,DZA,services,services,171354816.4372,171354816.4372
2011,DZA,AND,goods,goods,46202587.4317,199318.0543
2011,DZA,AND,goods,services,46202587.4317,2702499.1093800003
2011,DZA,AND,services,goods,171354816.4372,199318.0543
2011,DZA,AND,services,services,171354816.4372,2702499.1093800003
2011,DZA,AGO,goods,goods,46202587.4317,17423919.7786
2011,DZA,AGO,goods,services,46202587.4317,84607278.934
2011,DZA,AGO,services,goods,171354816.4372,17423919.7786
2011,DZA,AGO,services,services,171354816.4372,84607278.934
2011,AND,AND,goods,goods,199318.0543,199318.0543
2011,AND,AND,goods,services,199318.0543,2702499.1093800003
2011,AND,AND,services,goods,2702499.1093800003,199318.0543
2011,AND,AND,services,services,2702499.1093800003,2702499.1093800003
2011,AND,AGO,goods,goods,199318.0543,17423919.7786
2011,AND,AGO,goods,services,199318.0543,84607278.934
2011,AND,AGO,services,goods,2702499.1093800003,17423919.7786
2011,AND,AGO,services,services,2702499.1093800003,84607278.934
2011,AGO,AGO,goods,goods,17423919.7786,17423919.7786
2011,AGO,AGO,goods,services,17423919.7786,84607278.934
2011,AGO,AGO,services,goods,84607278.934,17423919.7786
2011,AGO,AGO,services,services,84607278.934,84607278.934
2012,AFG,AFG,goods,goods,3402744.838848,3402744.838848
2012,AFG,AFG,goods,services,3402744.838848,13373300.67
2012,AFG,AFG,services,goods,13373300.67,3402744.838848
2012,AFG,AFG,services,services,13373300.67,13373300.67
2012,AFG,ALB,goods,goods,3402744.838848,1454095.57552
2012,AFG,ALB,goods,services,3402744.838848,8666932.94425
2012,AFG,ALB,services,goods,13373300.67,1454095.57552
2012,AFG,ALB,services,services,13373300.67,8666932.94425
2012,AFG,DZA,goods,goods,3402744.838848,46751477.92502
2012,AFG,DZA,goods,services,3402744.838848,174825601.5164
2012,AFG,DZA,services,goods,13373300.67,46751477.92502
2012,AFG,DZA,services,services,13373300.67,174825601.5164
2012,AFG,AND,goods,goods,3402744.838848,180646.70896
2012,AFG,AND,goods,services,3402744.838848,2619086.26794
2012,AFG,AND,services,goods,13373300.67,180646.70896
2012,AFG,AND,services,services,13373300.67,2619086.26794
2012,AFG,AGO,goods,goods,3402744.838848,17806164.5904
2012,AFG,AGO,goods,services,3402744.838848,86843598.459
2012,AFG,AGO,services,goods,13373300.67,17806164.5904
2012,AFG,AGO,services,services,13373300.67,86843598.459
2012,ALB,ALB,goods,goods,1454095.57552,1454095.57552
2012,ALB,ALB,goods,services,1454095.57552,8666932.94425
2012,ALB,ALB,services,goods,8666932.94425,1454095.57552
2012,ALB,ALB,services,services,8666932.94425,8666932.94425
2012,ALB,DZA,goods,goods,1454095.57552,46751477.92502
2012,ALB,DZA,goods,services,1454095.57552,174825601.5164
2012,ALB,DZA,services,goods,8666932.94425,46751477.92502
2012,ALB,DZA,services,services,8666932.94425,174825601.5164
2012,ALB,AND,goods,goods,1454095.57552,180646.70896
2012,ALB,AND,goods,services,1454095.57552,2619086.26794
2012,ALB,AND,services,goods,8666932.94425,180646.70896
2012,ALB,AND,services,services,8666932.94425,2619086.26794
2012,ALB,AGO,goods,goods,1454095.57552,17806164.5904
2012,ALB,AGO,goods,services,1454095.57552,86843598.459
2012,ALB,AGO,services,goods,8666932.94425,17806164.5904
2012,ALB,AGO,services,services,8666932.94425,86843598.459
2012,DZA,DZA,goods,goods,46751477.92502,46751477.92502
2012,DZA,DZA,goods,services,46751477.92502,174825601.5164
2012,DZA,DZA,services,goods,174825601.5164,46751477.92502
2012,DZA,DZA,services,services,174825601.5164,174825601.5164
2012,DZA,AND,goods,goods,46751477.92502,180646.70896
2012,DZA,AND,goods,services,46751477.92502,2619086.26794
2012,DZA,AND,services,goods,174825601.5164,180646.70896
2012,DZA,AND,services,services,174825601.5164,2619086.26794
2012,DZA,AGO,goods,goods,46751477.92502,17806164.5904
2012,DZA,AGO,goods,services,46751477.92502,86843598.459
2012,DZA,AGO,services,goods,174825601.5164,17806164.5904
2012,DZA,AGO,services,services,174825601.5164,86843598.459
2012,AND,AND,goods,goods,180646.70896,180646.70896
2012,AND,AND,goods,services,180646.70896,2619086.26794
2012,AND,AND,services,goods,2619086.26794,180646.70896
2012,AND,AND,services,services,2619086.26794,2619086.26794
2012,AND,AGO,goods,goods,180646.70896,17806164.5904
2012,AND,AGO,goods,services,180646.70896,86843598.459
2012,AND,AGO,services,goods,2619086.26794,17806164.5904
2012,AND,AGO,services,services,2619086.26794,86843598.459
2012,AGO,AGO,goods,goods,17806164.5904,17806164.5904
2012,AGO,AGO,goods,services,17806164.5904,86843598.459
2012,AGO,AGO,services,goods,86843598.459,17806164.5904
2012,AGO,AGO,services,services,86843598.459,86843598.459
2013,AFG,AFG,goods,goods,3385550.5939390003,3385550.5939390003
2013,AFG,AFG,goods,services,3385550.5939390003,13277096.8332
2013,AFG,AFG,services,goods,13277096.8332,3385550.5939390003
2013,AFG,AFG,services,services,13277096.8332,13277096.8332
2013,AFG,ALB,goods,goods,3385550.5939390003,1533501.66146
2013,AFG,ALB,goods,services,3385550.5939390003,9158702.28093
2013,AFG,ALB,services,goods,13277096.8332,1533501.66146
2013,AFG,ALB,services,services,13277096.8332,9158702.28093
2013,AFG,DZA,goods,goods,3385550.5939390003,47076591.23596
2013,AFG,DZA,goods,services,3385550.5939390003,177658492.6566
2013,AFG,DZA,services,goods,13277096.8332,47076591.23596
2013,AFG,DZA,services,services,13277096.8332,177658492.6566
2013,AFG,AND,goods,goods,3385550.5939390003,180823.75572000002
2013,AFG,AND,goods,services,3385550.5939390003,2672603.85311
2013,AFG,AND,services,goods,13277096.8332,180823.75572000002
2013,AFG,AND,services,services,13277096.8332,2672603.85311
2013,AFG,AGO,goods,goods,3385550.5939390003,19379663.2388
2013,AFG,AGO,goods,services,3385550.5939390003,95061515.804
2013,AFG,AGO,services,goods,13277096.8332,19379663.2388
2013,AFG,AGO,services,services,13277096.8332,95061515.804
2013,ALB,ALB,goods,goods,1533501.66146,1533501.66146
2013,ALB,ALB,goods,services,1533501.66146,9158702.28093
2013,ALB,ALB,services,goods,9158702.28093,1533501.66146
2013,ALB,ALB,services,services,9158702.28093,9158702.28093
2013,ALB,DZA,goods,goods,1533501.66146,47076591.23596
2013,ALB,DZA,goods,services,1533501.66146,177658492.6566
2013,ALB,DZA,services,goods,9158702.28093,47076591.23596
2013,ALB,DZA,services,services,9158702.28093,177658492.6566
2013,ALB,AND,goods,goods,1533501.66146,180823.75572000002
2013,ALB,AND,goods,services,1533501.66146,2672603.85311
2013,ALB,AND,services,goods,9158702.28093,180823.75572000002
2013,ALB,AND,services,services,9158702.28093,2672603.85311
2013,ALB,AGO,goods,goods,1533501.66146,19379663.2388
2013,ALB,AGO,goods,services,1533501.66146,95061515.804
2013,ALB,AGO,services,goods,9158702.28093,19379663.2388
2013,ALB,AGO,services,services,9158702.28093,95061515.804
2013,DZA,DZA,goods,goods,47076591.23596,47076591.23596
2013,DZA,DZA,goods,services,47076591.23596,177658492.6566
2013,DZA,DZA,services,goods,177658492.6566,47076591.23596
2013,DZA,DZA,services,services,177658492.6566,177658492.6566
2013,DZA,AND,goods,goods,47076591.23596,180823.75572000002
2013,DZA,AND,goods,services,47076591.23596,2672603.85311
2013,DZA,AND,services,goods,177658492.6566,180823.75572000002
2013,DZA,AND,services,services,177658492.6566,2672603.85311
